INFO 2025-06-17 03:55:05,154 autoreload Watching for file changes with StatReloader
INFO 2025-06-17 03:55:42,313 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:42,339 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 03:55:42,340 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 03:55:42,346 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:42,349 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:42,350 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:42,353 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:42,358 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:55:42,360 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:42,409 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:42,421 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:55:42,426 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:43,191 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:43,196 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 03:55:43,197 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 03:55:43,198 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:43,199 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:43,217 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:43,234 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:43,235 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:55:43,240 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:43,251 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:55:43,253 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:43,287 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:44,203 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,205 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,207 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,208 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,211 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,221 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,232 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:44,235 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:44,236 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:55:44,238 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:44,327 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:55:44,330 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:44,957 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,960 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,965 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,968 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,971 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:44,972 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:55:45,086 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:45,092 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:55:45,097 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:55:45,122 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:55:45,162 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:55:45,162 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:57:02,885 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:57:02,893 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:57:02,894 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:57:02,894 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:57:02,894 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:57:10,675 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:57:10,676 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 03:57:10,676 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 03:57:10,676 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:57:10,677 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:57:10,686 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:57:10,686 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:57:10,687 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 03:57:10,738 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:57:10,741 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:57:14,515 autoreload /home/rachitpoudel/Desktop/Stud_managemnt_from-drf/Student_Managment_system/Student_Managment_system/users/views.py changed, reloading.
INFO 2025-06-17 03:57:14,776 autoreload Watching for file changes with StatReloader
INFO 2025-06-17 03:57:16,278 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:57:16,282 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 03:57:16,288 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 03:57:16,289 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 03:57:16,293 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 03:57:16,368 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:57:16,385 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 03:57:16,392 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 03:57:16,410 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 03:57:16,413 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 04:00:22,519 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 04:00:22,527 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 04:00:22,530 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 04:00:22,549 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 04:00:22,550 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 04:00:22,558 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 04:00:22,559 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 04:00:22,562 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 04:00:22,567 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 04:00:22,578 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 236
INFO 2025-06-17 04:00:22,619 basehttp "GET /api/users/?role=student HTTP/1.1" 200 236
INFO 2025-06-17 04:00:22,628 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 04:00:46,584 basehttp "OPTIONS /api/users/2/ HTTP/1.1" 200 0
INFO 2025-06-17 04:00:46,595 basehttp "DELETE /api/users/2/ HTTP/1.1" 200 62
INFO 2025-06-17 04:00:49,553 basehttp "OPTIONS /api/users/deleted/ HTTP/1.1" 200 0
INFO 2025-06-17 04:00:49,557 basehttp "GET /api/users/deleted/ HTTP/1.1" 200 232
WARNING 2025-06-17 04:01:17,881 log Unauthorized: /api/token/
WARNING 2025-06-17 04:01:17,881 basehttp "POST /api/token/ HTTP/1.1" 401 63
INFO 2025-06-17 04:01:32,953 basehttp "POST /api/token/ HTTP/1.1" 200 608
INFO 2025-06-17 04:01:32,987 basehttp "GET /api/users/ HTTP/1.1" 200 119
INFO 2025-06-17 04:01:32,997 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 04:01:33,000 basehttp "GET /api/users/ HTTP/1.1" 200 119
INFO 2025-06-17 04:01:33,003 basehttp "GET /api/users/?role=student HTTP/1.1" 200 119
INFO 2025-06-17 04:01:33,003 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 04:01:33,003 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 119
INFO 2025-06-17 04:01:37,290 basehttp "GET /api/users/deleted/ HTTP/1.1" 200 232
INFO 2025-06-17 04:01:38,198 basehttp "OPTIONS /api/users/2/restore/ HTTP/1.1" 200 0
INFO 2025-06-17 04:01:38,209 basehttp "POST /api/users/2/restore/ HTTP/1.1" 200 59
INFO 2025-06-17 04:01:38,255 basehttp "GET /api/users/ HTTP/1.1" 200 236
INFO 2025-06-17 04:01:38,302 basehttp "GET /api/users/deleted/ HTTP/1.1" 200 115
INFO 2025-06-17 04:01:39,299 basehttp "OPTIONS /api/users/3/restore/ HTTP/1.1" 200 0
INFO 2025-06-17 04:01:39,309 basehttp "POST /api/users/3/restore/ HTTP/1.1" 200 58
INFO 2025-06-17 04:01:39,356 basehttp "GET /api/users/ HTTP/1.1" 200 350
INFO 2025-06-17 04:01:39,402 basehttp "GET /api/users/deleted/ HTTP/1.1" 200 2
WARNING 2025-06-17 04:03:18,583 log Unauthorized: /api/users/deleted/
WARNING 2025-06-17 04:03:18,584 basehttp "GET /api/users/deleted/ HTTP/1.1" 401 5567
INFO 2025-06-17 04:03:26,972 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 04:03:26,972 basehttp "OPTIONS /api/users/?role=teacher HTTP/1.1" 200 0
INFO 2025-06-17 04:03:26,973 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 04:03:26,973 basehttp "OPTIONS /api/users/ HTTP/1.1" 200 0
INFO 2025-06-17 04:03:26,974 basehttp "OPTIONS /api/users/?role=student HTTP/1.1" 200 0
INFO 2025-06-17 04:03:26,974 basehttp "OPTIONS /api/subjects/ HTTP/1.1" 200 0
INFO 2025-06-17 04:03:26,981 basehttp "GET /api/users/ HTTP/1.1" 200 350
INFO 2025-06-17 04:03:26,982 basehttp "GET /api/users/?role=teacher HTTP/1.1" 200 350
INFO 2025-06-17 04:03:27,012 basehttp "GET /api/users/?role=student HTTP/1.1" 200 350
INFO 2025-06-17 04:03:27,012 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
INFO 2025-06-17 04:03:27,033 basehttp "GET /api/users/ HTTP/1.1" 200 350
INFO 2025-06-17 04:03:27,034 basehttp "GET /api/subjects/ HTTP/1.1" 200 104
